fighter,gloves_color,date,Winner,avg_KD,avg_SIG_STR_pct,avg_TD_pct,avg_SUB_ATT,avg_SIG_STR_landed,avg_TOTAL_STR_att,avg_TOTAL_STR_landed,avg_TD_landed,avg_CTRL_time(seconds),total_time_fought(seconds),total_rounds_fought,total_title_bouts,current_win_streak,current_lose_streak,longest_win_streak,wins,losses,draw,win_by_Decision_Majority,win_by_Decision_Split,win_by_Decision_Unanimous,win_by_KO/TKO,win_by_Submission,win_by_TKO_Doctor_Stoppage,Stance,Height_cms,Reach_cms,Weight_lbs,age
Jared Hamman,red,8/31/2013,Blue,0.03125,0.3959375,0.03125,0,46.9375,132.71875,62.6875,0.0625,45.90625,416.15625,12,0,0,1,1,2,4,0,0,0,1,1,0,0,Orthodox,190.5,190.5,185,31
Chico Camus,red,8/31/2013,Red,0,0.635,0.665,0.5,27.5,82,60,1.5,515,805,6,0,1,0,1,1,1,0,0,0,1,0,0,0,Orthodox,167.64,167.64,125,28
Justin Edwards,red,8/28/2013,Blue,0.25,0.66,0.0625,1,20.375,56.875,34.25,1.125,117.375,472.5,10,0,0,1,1,2,2,0,0,0,1,0,1,0,Orthodox,177.8,177.8,155,30
Court McGee,red,8/28/2013,Red,0,0.4190625,0.2553125,0.125,123.6875,315,152,1.34375,166.46875,881.3125,17,1,3,0,3,4,2,0,0,0,2,0,2,0,Orthodox,180.34,190.5,170,28
Takeya Mizugaki,red,8/28/2013,Red,0.125,0.5165625,0.40625,0,58.90625,159.375,101.75,1.4375,251,879.375,17,0,1,0,2,4,2,0,0,2,1,1,0,0,Orthodox,170.18,175.26,135,29
Dylan Andrews,red,8/28/2013,Red,1,0.83,0,0,20,40,33,0,8,202,1,0,1,0,1,1,0,0,0,0,0,1,0,0,Switch,185.42,187.96,185,33
Kelvin Gastelum,red,8/28/2013,Red,0,0.41,0.5,0,31,141,81,3,389,900,3,1,1,0,1,1,0,0,0,1,0,0,0,0,Southpaw,175.26,180.34,185,21
Carlos Condit,red,8/28/2013,Red,0.34375,0.30890625,0.009765625,0.109375,51.796875,232.375,119.9453125,0.03125,36.359375,1059.984375,24,2,0,1,5,5,3,0,0,1,1,3,0,0,Orthodox,187.96,190.5,170,29
Brad Tavares,red,8/28/2013,Red,0.03125,0.435,0.21625,0,85.6875,208.875,99.40625,1.65625,125.15625,880,16,0,2,0,3,5,1,0,0,1,3,1,0,0,Orthodox,185.42,187.96,185,25
Donald Cerrone,red,8/28/2013,Blue,0.15625,0.451132813,0.308554688,0.01953125,49.79296875,130.4726563,76.16015625,2.07421875,177.5429688,591.8359375,18,0,4,0,4,7,2,0,0,0,3,2,2,0,Orthodox,185.42,185.42,155,30
James Head,red,8/28/2013,Blue,0.125,0.49625,0.25,0.375,22.125,55.375,31.875,0.25,67.25,418.25,8,0,0,1,2,2,2,0,0,1,0,0,1,0,Orthodox,185.42,185.42,170,29
Darren Elkins,red,8/28/2013,Red,0.25,0.19890625,0.136875,0.90625,14.3125,72.1875,32.515625,0.875,140.0234375,292.1015625,16,0,1,0,5,6,2,0,0,0,4,2,0,0,Orthodox,177.8,180.34,145,29
Roger Bowling,red,8/28/2013,Draw,0,0.35,1,0,27,82,32,1,54,472,2,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,175.26,172.72,155,30
Zak Cummings,red,8/28/2013,Red,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,182.88,190.5,185,29
Alistair Overeem,red,8/17/2013,Blue,0.5,0.75,0.5,0,35,60,46.5,0.5,200,385.5,4,0,1,0,1,1,1,0,0,0,0,1,0,0,Orthodox,193.04,203.2,265,33
Urijah Faber,red,8/17/2013,Red,0.0625,0.5609375,0.404375,1.8125,63.59375,145.28125,80.96875,2.15625,233.65625,903.1875,20,2,1,0,2,4,2,0,0,0,1,0,3,0,Orthodox,167.64,170.18,135,34
Brad Pickett,red,8/17/2013,Blue,0.1875,0.3225,0.335,0.0625,55.375,185.8125,70.1875,2.25,158.8125,752.125,10,0,0,1,2,3,2,0,0,1,0,1,1,0,Orthodox,167.64,172.72,135,34
Mauricio Rua,red,8/17/2013,Blue,0.3359375,0.500898438,0.371777344,0.62890625,51.93945313,140.6425781,87.64257813,2.13671875,287.21875,975.0332031,29,3,0,1,2,5,5,0,0,0,0,5,0,0,Orthodox,185.42,193.04,205,31
Conor McGregor,red,8/17/2013,Red,1,0.6,0,0,21,36,22,0,5,67,1,0,1,0,1,1,0,0,0,0,0,1,0,0,Southpaw,175.26,187.96,155,25
Matt Brown,red,8/17/2013,Red,0.284179688,0.5352948,0.310582275,1.093811035,37.23376465,82.84259033,47.59863281,0.63885498,70.65539551,446.7420654,33,0,1,0,5,10,5,0,0,0,2,7,1,0,Orthodox,182.88,190.5,170,32
Uriah Hall,red,8/17/2013,Blue,0,0.57,0.66,0,44,121,81,2,114,900,3,1,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,182.88,200.66,185,29
Joe Lauzon,red,8/17/2013,Blue,0.03137207,0.276160889,0.109232178,1.87109375,29.54919434,101.0217285,35.00488281,0.537841797,101.0770264,671.2930908,25,0,3,0,3,9,5,0,0,0,0,2,7,0,Orthodox,177.8,180.34,155,29
Manvel Gamburyan,red,8/17/2013,Red,0,0.396796875,0.31765625,0.09375,36.5703125,97.453125,44.984375,3.84375,224.796875,848.9140625,17,1,0,1,2,3,5,0,0,0,1,0,2,0,Orthodox,165.1,170.18,135,32
Cody Donovan,red,8/17/2013,Blue,1,0.7,1,0,19,44,31,1,59,275,1,0,1,0,1,1,0,0,0,0,0,1,0,0,Orthodox,190.5,187.96,205,32
Diego Brandao,red,8/17/2013,Red,0.375,0.475,0.3125,0.625,18,62,38.625,0.875,168.25,477.375,8,1,1,0,2,3,1,0,0,0,1,0,2,0,Orthodox,170.18,162.56,145,26
Ramsey Nijem,red,8/17/2013,Blue,0.25,0.309375,0.701875,0.25,20.3125,86.75,47.625,2.375,243.5,495.5,10,1,0,1,3,3,2,0,0,0,2,1,0,0,Orthodox,180.34,190.5,155,25
Mike Brown,red,8/17/2013,Blue,0,0.55,0.439375,0,40.9375,173.3125,119.8125,2.6875,388,856.9375,13,0,0,3,2,2,3,0,0,0,2,0,0,0,Orthodox,167.64,177.8,145,37
John Lineker,red,8/3/2013,Red,1.5,0.4225,0,0,61.25,162.5,73,0,63.5,557,7,0,0,1,2,2,1,0,0,0,1,1,0,0,Orthodox,160.02,170.18,135,23
Cezar Ferreira,red,8/3/2013,Red,2,0.37,0,0,42,124,46,0,53,900,3,1,1,0,1,1,0,0,0,0,1,0,0,0,Southpaw,185.42,198.12,185,28
Vinny Magalhaes,red,8/3/2013,Blue,0,0.3425,0.33,0.5,23,105.25,26.25,1,43,673.25,9,1,0,2,1,1,3,0,0,0,0,0,1,0,Orthodox,190.5,190.5,205,29
Jose Aldo,red,8/3/2013,Red,0.375,0.37625,0.06875,0.125,58.875,181.875,66.375,0.625,116,1199.75,16,4,4,0,4,4,0,0,0,0,3,1,0,0,Orthodox,170.18,177.8,135,26
Thales Leites,red,8/3/2013,Red,0.0703125,0.20125,0.282265625,0.359375,15.515625,84.3984375,26.765625,2.53125,145.8359375,915.75,20,1,0,1,5,5,3,0,0,1,1,0,3,0,Orthodox,185.42,198.12,185,31
Lyoto Machida,red,8/3/2013,Blue,0.329833984,0.51927124,0.528486328,0.034057617,22.99719238,46.85571289,24.39941406,0.568359375,14.02050781,689.0390625,35,4,8,0,8,11,3,0,0,1,5,4,1,0,Southpaw,185.42,187.96,185,35
Amanda Nunes,red,8/3/2013,Red,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,175.26,145,25
Sergio Moraes,red,8/3/2013,Red,0,0.435,0.18,0.5,27,66,33,2,130.5,845,6,1,0,1,1,1,1,0,0,0,0,0,1,0,Orthodox,182.88,182.88,170,31
Ian McCall,red,8/3/2013,Red,0,0.3875,0.2575,0,49.5,163.75,85.25,1.75,147.25,900,9,0,0,3,0,0,3,0,0,0,0,0,0,0,Orthodox,165.1,162.56,125,29
Ednaldo Oliveira,red,8/3/2013,Blue,0,0,0,0,0,14,0,0,0,202,1,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,195.58,,205,29
Viscardi Andrade,red,8/3/2013,Red,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,190.5,170,29
Rani Yahya,red,8/3/2013,Red,0,0.40875,0.36375,1,14.125,98.25,72.75,3.125,364.5,723.75,10,0,1,0,2,3,1,0,0,0,2,0,1,0,Orthodox,167.64,170.18,135,28
Yves Edwards,red,7/27/2013,Blue,0.380310059,0.433027344,0.189429321,0.032180786,40.77450562,99.85267639,46.41981506,0.541030884,98.11686707,647.6352844,38,0,0,2,6,10,7,0,0,1,2,5,2,0,Southpaw,175.26,185.42,155,36
Demetrious Johnson,red,7/27/2013,Red,0.125,0.50734375,0.3521875,0,101.453125,239.875,140.671875,4.265625,242.875,1368.75,27,3,2,0,3,5,2,0,0,1,4,0,0,0,Orthodox,160.02,167.64,125,26
Robbie Lawler,red,7/27/2013,Red,0.09375,0.442578125,0.341796875,0,10.390625,31.90625,16.25,0.5546875,40.8046875,284.1015625,15,0,3,0,3,5,3,0,0,0,2,3,0,0,Southpaw,180.34,187.96,170,31
Michael Chiesa,red,7/27/2013,Blue,0,0.35,0.265,1.5,7,34.5,9,1,96.5,308,3,1,2,0,2,2,0,0,0,0,0,0,2,0,Southpaw,185.42,190.5,170,25
Liz Carmouche,red,7/27/2013,Red,0,0.66,0,1,4,24,22,0,52,289,1,1,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,167.64,167.64,125,29
Danny Castillo,red,7/27/2013,Red,0.25,0.5159375,0.4340625,0.25,33.703125,93.359375,55.609375,2.6875,496.546875,747.5,18,0,1,0,3,5,2,0,0,1,3,1,0,0,Orthodox,175.26,180.34,155,33
Rory MacDonald,red,7/27/2013,Red,0,0.5871875,0.4909375,0.3125,76.53125,146.9375,90.34375,1.59375,209,681.75,13,0,1,0,4,5,1,0,0,0,2,2,1,0,Orthodox,182.88,193.04,170,24
Mac Danzig,red,7/27/2013,Blue,0.067382813,0.530439453,0.332421875,0.635742188,59.06640625,164.3173828,108.703125,1.58203125,174.7705078,823.7001953,26,1,2,0,2,5,6,0,0,0,2,1,2,0,Orthodox,172.72,177.8,155,33
Julie Kedzie,red,7/27/2013,Blue,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,165.1,,135,32
Ed Herman,red,7/27/2013,Red,0.064453125,0.435759277,0.768066406,0.893554688,20.27856445,81.64624023,54.42163086,1.254882813,156.6428223,620.4001465,27,1,0,2,3,7,6,0,0,0,1,2,4,0,Orthodox,185.42,195.58,205,32
John Albert,red,7/27/2013,Blue,0.125,0.45875,0,1.375,10.5,32.625,20.375,0,27,250.75,4,0,1,0,1,1,3,0,0,0,0,1,0,0,Orthodox,172.72,172.72,135,26
Aaron Riley,red,7/27/2013,Blue,0,0.296953125,0.13703125,0.0078125,24.15625,100.8125,51.5625,0.90625,111.8515625,528.3125,17,0,0,2,1,3,5,0,0,0,3,0,0,0,Southpaw,172.72,175.26,155,32
Mark Munoz,red,7/6/2013,Red,0.078125,0.260898437,0.20390625,0.12890625,18.51367188,49.05859375,27.60351563,1.6875,144.0136719,513.0332031,21,0,0,1,4,7,3,0,0,1,2,4,0,0,Orthodox,182.88,180.34,185,35
Cub Swanson,red,7/6/2013,Red,0.4375,0.45375,0.625,0.0625,40.625,102.1875,53,1.1875,98.5625,614.125,10,0,0,1,4,4,1,0,0,0,1,3,0,0,Orthodox,172.72,177.8,145,29
Chris Leben,red,7/6/2013,Blue,0.126533508,0.452909584,0.260212402,0.641117096,27.34251213,119.7209911,77.35354805,0.521877289,29.65230751,665.5497723,42,0,5,0,5,12,8,0,0,1,2,7,2,0,Southpaw,180.34,185.42,185,32
Norman Parke,red,7/6/2013,Red,0,0.42,0.66,0,42,105,48,6,411,900,3,1,1,0,1,1,0,0,0,0,1,0,0,0,Southpaw,180.34,177.8,155,26
Anderson Silva,red,7/6/2013,Blue,1.103485107,0.633893127,0.033325195,0.094360352,21.4331665,40.43499756,27.98730469,0.033325195,22.95993042,385.6377563,35,11,16,0,16,16,0,0,0,0,2,11,3,0,Southpaw,187.96,195.58,185,38
Frankie Edgar,red,7/6/2013,Red,0.3125,0.28973877,0.239366455,0.568359375,64.06958008,235.0362549,69.34973145,2.288574219,100.6817627,1470.566772,52,7,3,0,5,9,5,0,0,0,6,2,1,0,Orthodox,167.64,172.72,135,31
Gabriel Gonzaga,red,7/6/2013,Red,0.019897461,0.742911377,0.259673462,0.440429688,8.066589355,18.75134277,10.30535889,1.044616699,76.0880127,218.9039917,24,1,4,0,4,9,6,0,0,0,0,5,4,0,Orthodox,187.96,193.04,242,34
Tim Kennedy,red,7/6/2013,Red,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,187.96,185,33
Seth Baczynski,red,7/6/2013,Blue,0.28125,0.3,0.0375,0.1875,26.90625,134.75,61.21875,0.1875,52.625,686.125,14,0,0,1,4,4,2,0,0,1,0,1,2,0,Orthodox,190.5,190.5,170,31
Mike Pierce,red,7/6/2013,Red,0.2578125,0.411591797,0.312578125,0.015625,20.40917969,92.08789063,55.65625,3.502929688,425.125,752.3632813,31,0,1,0,3,8,3,0,0,1,4,2,1,0,Orthodox,172.72,180.34,170,32
Edson Barboza,red,7/6/2013,Red,0.75,0.53625,0.0625,0,27.84375,63.71875,29.4375,0.125,16.34375,323.9375,14,0,4,0,4,5,1,0,0,1,1,3,0,0,Orthodox,180.34,190.5,145,27
Ryan Jimmo,red,6/15/2013,Red,1,0.825,0,0,18,39.5,29,0,191.5,453.5,4,0,1,0,1,1,1,0,0,0,0,1,0,0,Orthodox,185.42,185.42,205,31
Pat Barry,red,6/15/2013,Blue,0.72265625,0.720917969,0,0.25,13.91992188,22.46875,15.96679688,0,52.36132813,319.2148438,17,0,1,0,1,5,5,0,0,0,1,4,0,0,Orthodox,180.34,187.96,235,33
Roy Nelson,red,6/15/2013,Blue,0.8828125,0.41890625,0.033203125,0.0625,10.33203125,28.87890625,14.3515625,0.06640625,70.7734375,212.3125,17,1,2,0,3,6,3,0,0,0,0,6,0,0,Orthodox,182.88,185.42,263,36
Sam Stout,red,6/15/2013,Blue,0.041015625,0.308535767,0.236289063,0.0078125,52.77404785,224.5109253,77.40209961,1.016601563,231.6489258,879.0765381,41,0,1,0,2,8,7,0,0,3,4,1,0,0,Orthodox,175.26,177.8,155,29
Rashad Evans,red,6/15/2013,Red,0.002258301,0.310039978,0.27643219,0,34.38296509,118.7371216,43.88778687,1.168670654,104.4198303,1100.999268,47,4,5,0,5,12,4,0,1,3,3,5,0,0,Orthodox,182.88,190.5,205,33
Alexis Davis,red,6/15/2013,Red,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,172.72,135,28
Sean Pierson,red,6/15/2013,Red,0.0625,0.395625,0.145625,0.3125,58.4375,177.9375,94.4375,0.3125,175.75,853.875,13,0,1,0,2,3,2,0,0,0,3,0,0,0,Southpaw,182.88,193.04,170,37
Jake Shields,red,6/15/2013,Red,0,0.516875,0.23625,0,45.8125,175.5625,113.1875,2.25,357.375,831.625,15,1,1,0,1,2,3,0,0,1,1,0,0,0,Orthodox,182.88,182.88,170,34
Roland Delorme,red,6/15/2013,Red,0.25,0.45,0.15,1,23.5,70,39.5,0.75,30.5,359.75,5,0,2,0,2,2,1,0,0,0,0,0,2,0,Orthodox,175.26,180.34,135,29
Yves Jabouin,red,6/15/2013,Red,0.25,0.450625,0.061875,0,32.9375,85,42.5,0.375,94.0625,520.6875,11,0,0,1,3,3,2,0,0,2,1,0,0,0,Orthodox,170.18,172.72,135,34
Mitch Clarke,red,6/15/2013,Red,0,0.185,0.185,0.5,11.5,95.5,27,1.5,141,738,5,0,0,2,0,0,2,0,0,0,0,0,0,0,Orthodox,177.8,185.42,155,27
Thiago Silva,red,6/8/2013,Red,0.033203125,0.532910156,0.629882813,0.634765625,49.33007813,139.5527344,88.6875,0.880859375,128.4707031,757.0449219,19,0,4,0,4,5,5,0,0,0,0,5,0,0,Orthodox,187.96,187.96,205,30
William Macario,red,6/8/2013,Blue,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,190.5,170,21
Erick Silva,red,6/8/2013,Red,0.125,0.6175,0.33,1.5,13.5,26,17,1,97.875,526.875,6,0,1,0,1,2,2,0,0,0,0,1,1,0,Orthodox,182.88,187.96,170,28
Daniel Sarafian,red,6/8/2013,Red,1,0.38,0,0,38,102,41,0,117,900,3,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,175.26,185.42,185,30
Rony Jason,red,6/8/2013,Red,0,0.47,0.5,0.5,41,101,56,0.5,139.5,728,5,1,2,0,2,2,0,0,0,0,1,1,0,0,Orthodox,170.18,185.42,145,29
Raphael Assuncao,red,6/8/2013,Red,0.25,0.46375,0.04625,0,46,115.625,53.25,0.375,119.625,662.75,9,0,0,1,3,3,1,0,0,0,2,1,0,0,Orthodox,165.1,167.64,135,30
Godofredo Pepey,red,6/8/2013,Blue,0,0.425,0,0.5,34,141,89,0,158.5,900,6,1,0,1,1,1,1,0,0,1,0,0,0,0,Orthodox,170.18,185.42,145,25
Antonio Rodrigo Nogueira,red,6/8/2013,Blue,0.6875,0.472578125,0.17265625,1.8671875,18.9609375,69.75,40.6328125,0.546875,164.5625,419.375,16,2,2,0,2,5,3,0,0,0,2,1,2,0,Orthodox,190.5,195.58,240,37
Ildemar Alcantara,red,6/8/2013,Red,0,0.43,0.66,3,24,70,39,2,86,459,2,0,1,0,1,1,0,0,0,0,0,0,1,0,Orthodox,187.96,198.12,185,30
Antonio Braga Neto,red,6/8/2013,Red,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,195.58,185,25
Rodrigo Damm,red,6/8/2013,Red,0,0.415,0,0.5,30.5,90,31,0,21.5,516,4,0,1,0,1,1,1,0,0,0,0,0,1,0,Orthodox,170.18,180.34,155,33
Caio Magalhaes,red,6/8/2013,Red,0,0.23,0.13,0,22,98,27,2,227,900,3,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,185.42,185.42,185,25
Cain Velasquez,red,5/25/2013,Red,0.662109375,0.512050781,0.470273438,0.015625,67.6875,205.7421875,127.8300781,5.951171875,487.9003906,847.015625,18,3,7,0,7,9,1,0,0,0,2,7,0,0,Orthodox,185.42,195.58,240,30
Junior Dos Santos,red,5/25/2013,Red,0.498046875,0.505800781,0.078125,0,54.54492188,123.5253906,61.86914063,0.15625,40.77539063,971.0839844,21,3,9,0,9,9,1,0,0,0,2,7,0,0,Orthodox,193.04,195.58,238,29
Glover Teixeira,red,5/25/2013,Red,0.75,0.49,0.75,0.5,65,161.5,87.5,3.25,230.25,628.25,6,0,3,0,3,3,0,0,0,0,1,0,1,1,Orthodox,187.96,193.04,205,33
Donald Cerrone,red,5/25/2013,Red,0.3125,0.392265625,0.047109375,0.0390625,21.5859375,47.9453125,22.3203125,0.1484375,7.0859375,283.671875,15,0,4,0,4,6,2,0,0,0,2,2,2,0,Orthodox,185.42,185.42,155,30
Gray Maynard,red,5/25/2013,Blue,0.626464844,0.243066406,0.140996094,0.651855469,46.90185547,202.3789063,56.75683594,1.282226563,88.68505859,1332.791016,38,2,0,1,8,9,3,0,0,3,5,1,0,0,Orthodox,175.26,177.8,155,34
Colton Smith,red,5/25/2013,Blue,0,0.83,0.43,1,15,113,88,7,746,900,3,1,1,0,1,1,0,0,0,0,1,0,0,0,Orthodox,182.88,180.34,155,25
Mike Pyle,red,5/25/2013,Red,0.8828125,0.516132813,0.298144531,0.078125,12.83398438,36.84765625,22.51367188,0.48828125,61.5234375,208.5253906,19,0,0,1,3,7,3,0,0,0,2,3,2,0,Orthodox,182.88,187.96,170,37
Dennis Bermudez,red,5/25/2013,Red,0.625,0.5,0.36,1.625,71.75,177.75,112.625,1.375,298.875,669.625,8,1,0,1,3,3,1,0,0,1,1,0,1,0,Orthodox,167.64,167.64,155,26
Khabib Nurmagomedov,red,5/25/2013,Red,0.75,0.5225,0.0825,0.25,26,70,34,0.75,162.5,464.5,7,0,3,0,3,3,0,0,0,0,1,1,1,0,Orthodox,177.8,177.8,155,24
Jeremy Stephens,red,5/25/2013,Red,0.063110352,0.323977661,0.099094238,0.250732422,21.93463135,67.17114258,32.3918457,0.775146484,61.49310303,499.6813965,38,0,0,1,2,7,8,0,0,1,2,3,0,1,Orthodox,175.26,180.34,145,27
Brian Bowles,red,5/25/2013,Blue,0,0.255,0.5,0.25,18.5,76.75,23.5,0.5,94.25,471,6,0,2,0,2,2,1,0,0,0,1,0,1,0,Orthodox,170.18,177.8,135,32
Stephen Thompson,red,5/25/2013,Red,0.5,0.535,0,0,44.5,92,50,0,24.5,576.5,4,0,1,0,1,1,1,0,0,0,0,1,0,0,Orthodox,182.88,190.5,170,30
Paulo Thiago,red,5/18/2013,Red,0.03515625,0.190078125,0.15296875,0.44140625,6.484375,25.21484375,10.0078125,0.859375,57.41015625,675.2070313,22,0,1,0,2,4,5,0,0,0,2,1,1,0,Orthodox,180.34,187.96,170,32
Rafael Dos Anjos,red,5/18/2013,Red,0.15625,0.446083984,0.499941406,0.145507813,42.76074219,125.3271484,67.296875,3.55859375,243.9628906,767.9326172,28,0,0,2,3,7,4,0,0,0,4,1,2,0,Southpaw,172.72,177.8,155,28
Vitor Belfort,red,5/18/2013,Red,0.626251221,0.392710114,0.000518799,0.390991211,16.01171875,47.47755432,21.112854,0.001739502,15.79296875,495.5965576,27,4,3,0,3,11,6,0,0,0,0,8,2,1,Southpaw,182.88,187.96,185,36
Jacare Souza,red,5/18/2013,Red,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,182.88,185,33
Rafael Natal,red,5/18/2013,Red,0.5,0.5596875,0.5025,2.25,58.71875,140.53125,94.8125,3.46875,256.0625,739.5,17,0,0,2,2,3,3,0,0,0,2,0,1,0,Orthodox,182.88,195.58,185,30
Gleison Tibau,red,5/18/2013,Red,0.03515625,0.335523911,0.417007065,1.068267822,36.11128235,146.561264,55.26290131,2.69165802,173.2707062,885.0029526,45,0,0,1,3,11,7,0,0,2,5,1,3,0,Southpaw,177.8,180.34,155,29
Hacran Dias,red,5/18/2013,Blue,0,0.43,0.5,0,19,144,108,5,541,900,3,0,1,0,1,1,0,0,0,0,1,0,0,0,Orthodox,172.72,175.26,155,28
Francisco Trinaldo,red,5/18/2013,Red,0.25,0.63,0.2,1,22.5,61,41.25,1,198.75,495.25,6,0,1,0,1,2,1,0,0,0,0,1,1,0,Southpaw,175.26,177.8,155,34
Iuri Alcantara,red,5/18/2013,Red,0,0.52125,0.625,1,25,74.75,44,1.25,136.875,515.5,10,0,2,0,2,2,2,0,0,0,2,0,0,0,Southpaw,175.26,180.34,135,32
Jussier Formiga,red,5/18/2013,Red,0,0.24,0,0,9,37,9,0,0,575,2,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,165.1,170.18,125,28
Lucas Martins,red,5/18/2013,Red,0,0.38,0,0,12,31,12,0,0,158,1,0,0,1,0,0,1,0,0,0,0,0,0,0,Southpaw,182.88,182.88,145,24
John Lineker,red,5/18/2013,Red,0,0.395,0,0,86.5,233,100,0,21,747,5,0,0,1,1,1,1,0,0,0,1,0,0,0,Orthodox,160.02,170.18,135,22
Fabio Maldonado,red,5/18/2013,Red,0.125,0.47,0.125,0.5,50.375,120.375,81.625,0.25,78.75,718.5,11,0,1,0,1,1,3,0,0,0,0,1,0,0,Orthodox,185.42,190.5,205,33
Rustam Khabilov,red,4/27/2013,Red,0,0.68,0.83,0,13,25,19,5,96,135,1,0,1,0,1,1,0,0,0,0,0,1,0,0,Orthodox,172.72,185.42,155,26
Jon Jones,red,4/27/2013,Red,0.656738281,0.545786133,0.767880859,0.797851563,68.53173828,150.0117188,88.98046875,1.146972656,341.9086914,1019.510742,31,5,3,0,8,11,1,0,0,0,3,3,5,0,Orthodox,193.04,213.36,205,25
Phil Davis,red,4/27/2013,Red,0,0.467734375,0.515390625,1.078125,26.9375,85.7265625,46.765625,3.140625,242.328125,588.4921875,20,0,5,0,5,6,2,0,0,0,3,0,3,0,Orthodox,187.96,200.66,205,28
Gian Villante,red,4/27/2013,Blue,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,193.04,230,27
Sara McMann,red,4/27/2013,Red,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,167.64,135,32
Roy Nelson,red,4/27/2013,Red,0.765625,0.4378125,0.06640625,0.125,18.6640625,51.7578125,25.703125,0.1328125,70.546875,301.625,16,1,2,0,2,5,3,0,0,0,0,5,0,0,Orthodox,182.88,185.42,263,36
Michael Bisping,red,4/27/2013,Red,0.031387329,0.317290344,0.132401733,0.001983643,37.37805176,121.7113266,55.69521332,1.245285034,114.3447266,621.636734,42,1,4,0,4,13,5,0,0,1,4,8,0,0,Orthodox,185.42,190.5,185,34
Jim Miller,red,4/27/2013,Draw,0.034179688,0.38512085,0.640675049,1.625610352,54.87524414,135.4898682,59.98583984,0.92980957,131.6756592,703.3763428,34,0,2,0,7,11,3,0,0,0,5,2,4,0,Southpaw,172.72,180.34,155,29
Steven Siler,red,4/27/2013,Red,0,0.455,0.1025,1.125,29.625,109.875,65.75,0.375,36.625,716.75,10,0,3,0,3,3,1,0,0,0,2,0,1,0,Orthodox,180.34,177.8,145,26
Bryan Caraway,red,4/27/2013,Red,0,0.3725,0.4125,1,27,115.25,63,2.5,299,754.25,8,0,2,0,2,2,1,0,0,0,0,0,2,0,Orthodox,172.72,172.72,135,28
Leonard Garcia,red,4/27/2013,Blue,0.125,0.19046875,0.270625,0.0234375,60.9453125,274.0234375,72.0859375,1.0625,57.375,876.203125,21,0,0,1,1,2,6,0,0,1,0,0,1,0,Orthodox,177.8,172.72,145,33
Chad Mendes,red,4/20/2013,Red,0.75,0.758125,0.0875,0,14.3125,26.625,17.0625,0.5625,49.8125,215.125,9,1,2,0,2,4,1,0,0,0,2,2,0,0,Orthodox,167.64,167.64,145,27
Benson Henderson,red,4/20/2013,Red,0.5625,0.5015625,0.5271875,0.6875,95.15625,228.53125,134.40625,4.5625,574.125,1425,24,3,6,0,6,6,0,0,0,1,5,0,0,0,Southpaw,175.26,177.8,170,29
Francis Carmont,red,4/20/2013,Red,0.125,0.52625,0.1875,1.125,27.875,71.5,41.375,0.625,163.25,712.5,10,0,4,0,4,4,0,0,0,1,1,0,2,0,Orthodox,190.5,198.12,205,31
Ramsey Nijem,red,4/20/2013,Blue,0.5,0.40875,0.40375,0.5,34.625,141.5,85.25,3.75,348,629,8,1,0,1,3,3,1,0,0,0,2,1,0,0,Orthodox,180.34,190.5,155,25
Nate Diaz,red,4/20/2013,Blue,0.066421509,0.431730957,0.018559723,1.715026855,60.91983032,181.90625,111.7944794,0.026626587,78.81182861,1068.85022,41,2,5,0,5,11,6,0,0,1,1,1,8,0,Southpaw,182.88,193.04,170,28
Frank Mir,red,4/20/2013,Blue,0.089874268,0.541489792,0.22391037,0.272674561,17.63651085,40.83206367,23.6671257,1.005878448,95.60520363,475.2390537,30,5,2,0,4,14,6,0,0,0,2,3,8,0,Southpaw,190.5,200.66,264,33
Joseph Benavidez,red,4/20/2013,Red,0.125,0.290625,0.043125,0.625,48.875,185.75,57.0625,0.4375,100.125,976.375,16,1,3,0,3,4,1,0,0,0,3,1,0,0,Southpaw,162.56,165.1,125,28
